Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ponderal_index,mass_index,surface_area,lean_body_mass,basal_metabolic_rate,estimated_energy_requirements
Charles Decker Reidpath,M,22.0,181.0,76.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,Gold,12.816748657319096,23.198315069747565,1.961232435598412,60.059,1868.5430000000001,3218.5728
Charles Decker Reidpath,M,22.0,181.0,76.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,12.816748657319096,23.198315069747565,1.961232435598412,60.059,1868.5430000000001,3218.5728
Christian Reif,M,27.0,196.0,85.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,11.288876233542148,22.12619741774261,2.178988904572861,67.72699999999999,2033.5879999999997,3463.7839999999997
Alain Reimann,M,29.0,190.0,83.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,12.100889342469749,22.991689750692522,2.10897229034956,65.31099999999999,1962.5700000000002,3365.2544
Antonio Manuel Reina Ballesteros,M,23.0,186.0,71.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,11.033657940441866,20.522603769221874,1.9433364941833111,59.358999999999995,1818.058,3118.2888
Constantino Reis,M,,,,Mozambique,MOZ,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,,,,,,
Pentti Jooseppi Rekola,M,22.0,175.0,71.0,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,,13.247813411078717,23.183673469387756,1.859318143232723,56.422,1769.775,3068.4628000000002
Pentti Jooseppi Rekola,M,22.0,175.0,71.0,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,,13.247813411078717,23.183673469387756,1.859318143232723,56.422,1769.775,3068.4628000000002
Pentti Jooseppi Rekola,M,26.0,175.0,71.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,,13.247813411078717,23.183673469387756,1.859318143232723,56.422,1742.775,3030.3428000000004
Pentti Jooseppi Rekola,M,26.0,175.0,71.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,13.247813411078717,23.183673469387756,1.859318143232723,56.422,1742.775,3030.3428000000004
Lindy John Remigino,M,21.0,173.0,67.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,Gold,12.940066056140187,22.386314277122523,1.799001558476922,54.260000000000005,1711.519,2973.0136
Lindy John Remigino,M,21.0,173.0,67.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,12.940066056140187,22.386314277122523,1.799001558476922,54.260000000000005,1711.519,2973.0136
William Procter Remington,M,21.0,,,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,
William Procter Remington,M,21.0,,,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,,,,,,,
Brje Ingvar Rendin,M,26.0,196.0,80.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,10.62482469039261,20.824656393169516,2.1235633426671607,65.692,1971.5879999999997,3355.58
Marvin Ren,M,21.0,177.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,10.820104403187385,19.15158479364167,1.745264372559095,52.479,1635.281,2829.77
Paul Rneau,M,23.0,168.0,82.0,Belize,BIZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,17.293623798725843,29.053287981859416,1.9190506625505874,59.02999999999999,1879.254,3280.1756000000005
Thomas Renner,M,24.0,183.0,86.0,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,14.032827352003846,25.680074054167036,2.0835561341114035,64.663,2002.549,3445.7727999999997
George Russell Renwick,M,22.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,,,,,,,
George Russell Renwick,M,22.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,,,,,,
Federico Reparaz Linazasoro,M,20.0,,,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,,,,,,,
Federico Reparaz Linazasoro,M,20.0,,,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
"Hans-Joachim ""Jochen"" Reske",M,20.0,184.0,80.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,12.842113914687268,23.629489603024574,2.0284882192289855,62.487999999999985,1952.0520000000001,3348.008
"Hans-Joachim ""Jochen"" Reske",M,20.0,184.0,80.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,12.842113914687268,23.629489603024574,2.0284882192289855,62.487999999999985,1952.0520000000001,3348.008
Julian Reus,M,24.0,176.0,76.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,13.940411344853494,24.535123966942148,1.9218026351376094,58.724000000000004,1830.028,3172.5328
Julian Reus,M,28.0,176.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,13.940411344853494,24.535123966942148,1.9218026351376094,58.724000000000004,1803.028,3134.4128
