Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ponderal_index,mass_index,surface_area,lean_body_mass,basal_metabolic_rate,estimated_energy_requirements
"Anthony Eugene ""Tonie"" Campbell",M,24.0,188.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1903.8140000000003,3260.8316
"Anthony Eugene ""Tonie"" Campbell",M,28.0,188.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Bronze,11.588231894666887,21.785875961973744,2.027166042196137,62.334999999999994,1876.8140000000003,3222.7115999999996
Trevor Campbell,M,18.0,180.0,70.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,12.002743484224965,21.604938271604937,1.8862773804080817,57.349999999999994,1808.04,3110.016
Jaime Camps Gordon,M,24.0,,,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,,,,,,,
Yves Roger Maurice Camus,M,22.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,,,,,,
Yves Roger Maurice Camus,M,22.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Yves Roger Maurice Camus,M,26.0,,,France,FRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,,,,,,,
David Canal Valero,M,21.0,182.0,75.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,12.440765369155658,22.6421929718633,1.95802898702036,59.919,1866.546,3209.952
David Canal Valero,M,21.0,182.0,75.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,12.440765369155658,22.6421929718633,1.95802898702036,59.919,1866.546,3209.952
David Canal Valero,M,25.0,182.0,75.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,,12.440765369155658,22.6421929718633,1.95802898702036,59.919,1839.546,3171.8320000000003
David Canal Valero,M,25.0,182.0,75.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,12.440765369155658,22.6421929718633,1.95802898702036,59.919,1839.546,3171.8320000000003
David Canal Valero,M,25.0,182.0,75.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,12.440765369155658,22.6421929718633,1.95802898702036,59.919,1839.546,3171.8320000000003
Gregor Cankar,M,21.0,179.0,71.0,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,12.379390302822552,22.15910864205237,1.890033793357179,57.489999999999995,1796.537,3099.5768
Gregor Cankar,M,25.0,179.0,71.0,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,12.379390302822552,22.15910864205237,1.890033793357179,57.489999999999995,1769.537,3061.4568
Gregor Cankar,M,29.0,179.0,71.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,12.379390302822552,22.15910864205237,1.890033793357179,57.489999999999995,1742.537,3023.3368
Aldo Canti,M,23.0,185.0,80.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,12.63498706888042,23.37472607742878,2.0364749447476433,62.754999999999995,1936.8050000000003,3324.8140000000003
Aldo Canti,M,23.0,185.0,80.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,12.63498706888042,23.37472607742878,2.0364749447476433,62.754999999999995,1936.8050000000003,3324.8140000000003
Aldo Canti,M,31.0,185.0,80.0,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,12.63498706888042,23.37472607742878,2.0364749447476433,62.754999999999995,1882.8050000000003,3248.574
Aldo Canti,M,31.0,185.0,80.0,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,12.63498706888042,23.37472607742878,2.0364749447476433,62.754999999999995,1882.8050000000003,3248.574
Dominique Fabien Canti,M,21.0,177.0,76.0,San Marino,SMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,13.705465577370688,24.258674071946118,1.9297129817826046,58.991,1855.281,3206.5188000000003
Dominique Fabien Canti,M,25.0,177.0,76.0,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,13.705465577370688,24.258674071946118,1.9297129817826046,58.991,1828.281,3168.3988000000004
Dominique Fabien Canti,M,25.0,177.0,76.0,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,13.705465577370688,24.258674071946118,1.9297129817826046,58.991,1828.281,3168.3988000000004
"John Capel, Jr.",M,21.0,180.0,82.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,14.060356652949244,25.30864197530864,2.0174825039900472,62.233999999999995,1952.79,3363.9876000000004
Joo Francisco Capindica,M,21.0,178.0,72.0,Angola,ANG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,12.766518811465467,22.724403484408533,1.8935951662962176,57.629999999999995,1805.284,3117.7276
Dean Capobianco,M,22.0,180.0,76.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,13.031550068587103,23.456790123456788,1.9533706884832789,59.792,1863.54,3213.1768
Dean Capobianco,M,26.0,180.0,76.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,13.031550068587103,23.456790123456788,1.9533706884832789,59.792,1836.54,3175.0568000000003
Jos Manuel Carabal,M,30.0,176.0,75.0,Venezuela,VEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,13.756984879789632,24.212293388429753,1.911014774791595,58.31699999999999,1775.778,3091.806
Luciano Caravani,M,23.0,172.0,71.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,13.95317393437056,23.99945916711736,1.8361546036792338,55.620999999999995,1748.016,3042.7448
Luciano Caravani,M,23.0,172.0,71.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,13.95317393437056,23.99945916711736,1.8361546036792338,55.620999999999995,1748.016,3042.7448
Manuel Carballo Snchez,M,24.0,176.0,74.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,13.57355841472577,23.889462809917354,1.9001438864815843,57.91,1802.528,3125.4392
Alejandro Manuel Crdeas Robles,M,17.0,186.0,73.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,11.344465206369806,21.10070528384784,1.9664161110137561,60.173,1886.058,3222.5624
Alejandro Manuel Crdeas Robles,M,21.0,186.0,73.0,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,11.344465206369806,21.10070528384784,1.9664161110137561,60.173,1859.058,3184.4424
Alejandro Manuel Crdeas Robles,M,25.0,186.0,73.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,11.344465206369806,21.10070528384784,1.9664161110137561,60.173,1832.058,3146.3224
Alejandro Manuel Crdeas Robles,M,29.0,186.0,73.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,11.344465206369806,21.10070528384784,1.9664161110137561,60.173,1805.058,3108.2024
Jacques Carette,M,21.0,176.0,63.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,11.55586729902329,20.33832644628099,1.7745275298640582,53.43300000000001,1671.528,2895.0144
Jacques Carette,M,21.0,176.0,63.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,11.55586729902329,20.33832644628099,1.7745275298640582,53.43300000000001,1671.528,2895.0144
Jacques Carette,M,25.0,176.0,63.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,11.55586729902329,20.33832644628099,1.7745275298640582,53.43300000000001,1644.528,2856.8944
John Carew,M,27.0,,,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,,,,,,
Stphane Caristan,M,20.0,187.0,75.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1898.3110000000001,3246.462
Stphane Caristan,M,24.0,187.0,75.0,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1871.3110000000001,3208.342
Stphane Caristan,M,28.0,187.0,75.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1844.3110000000001,3170.222
Stphane Caristan,M,28.0,187.0,75.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,,11.469287618078225,21.447567845806283,1.9968825659870124,61.254000000000005,1844.3110000000001,3170.222
Paul Erik Olofsson Carlgren,M,25.0,184.0,71.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,11.39737609928495,20.97117202268431,1.9281643262750785,58.825,1794.5520000000001,3088.4368
Giacomo Carlini,M,23.0,186.0,77.0,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,,11.966079738225687,22.25690831309978,2.0115080104927436,61.801,1900.558,3259.5696
Giacomo Carlini,M,23.0,186.0,77.0,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,,11.966079738225687,22.25690831309978,2.0115080104927436,61.801,1900.558,3259.5696
Giacomo Carlini,M,27.0,186.0,77.0,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,11.966079738225687,22.25690831309978,2.0115080104927436,61.801,1873.558,3221.4496
John Wesley Carlos,M,23.0,193.0,85.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Bronze,11.823525672421294,22.819404547773097,2.1547575749007946,66.926,2045.5790000000002,3485.7160000000003
Jens Carlowitz,M,24.0,186.0,76.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,11.810676105261717,21.967857555786793,2.000363792125321,61.394000000000005,1880.058,3226.4928
Jens Carlowitz,M,24.0,186.0,76.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,11.810676105261717,21.967857555786793,2.000363792125321,61.394000000000005,1880.058,3226.4928
"James Andrew ""Jimmy"" Carlton",M,19.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,,,,,,,
"James Andrew ""Jimmy"" Carlton",M,19.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,,,,,,,
Edmond Roger Maurice Carlton,M,22.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,,,,,,,
Edmond Roger Maurice Carlton,M,22.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Roberto Carmona Alba,M,19.0,184.0,72.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,11.55790252321854,21.266540642722116,1.9396597611934443,59.232,1848.8020000000001,3169.1636
Wilson Gomes Carneiro,M,22.0,185.0,73.0,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,,11.529425700353384,21.32943754565376,1.9587456378676662,59.90599999999999,1847.305,3169.5164000000004
"Lester Nelson ""Les"" Carney",M,26.0,178.0,75.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,Silver,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1812.784,3140.718
John Conduit Carpenter,M,23.0,184.0,70.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,,11.23684967535136,20.6758034026465,1.9165754125327785,58.41799999999999,1794.3020000000001,3083.9500000000003
"William Arthur ""Bill"" Carr",M,22.0,172.0,66.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,Gold,12.970556051668407,22.30935640886966,1.780043519333253,53.586,1686.016,2934.5408
"William Arthur ""Bill"" Carr",M,22.0,172.0,66.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,12.970556051668407,22.30935640886966,1.780043519333253,53.586,1686.016,2934.5408
"Richard John ""Dickie"" Carr",M,21.0,180.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Henry William Carr,M,21.0,191.0,84.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,Gold,12.055332252850263,23.025684602944,2.1278166921454766,65.985,2035.3229999999999,3470.4372
Henry William Carr,M,21.0,191.0,84.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,12.055332252850263,23.025684602944,2.1278166921454766,65.985,2035.3229999999999,3470.4372
"Edwin William J. Carr, Jr.",M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,,,,,,,
"Edwin William J. Carr, Jr.",M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,,,,,,
"Edwin William J. Carr, Jr.",M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
"Edwin William J. Carr, Jr.",M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,
"Edwin William Carr, Sr.",M,24.0,169.0,67.0,Australia,AUS,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,,13.880806139211227,23.458562375266975,1.7687480564432758,53.19199999999999,1671.257,2922.8396000000002
"Edwin William Carr, Sr.",M,24.0,169.0,67.0,Australia,AUS,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,,13.880806139211227,23.458562375266975,1.7687480564432758,53.19199999999999,1671.257,2922.8396000000002
Gavin Carragher,M,23.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,,,,,,,
Gavin Carragher,M,23.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Yaniel Carrero Zambrano,M,20.0,174.0,74.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,14.047012693943689,24.441802087462015,1.8844647127569643,57.376000000000005,1819.522,3152.7672
Preston Morrand Carrington,M,23.0,183.0,70.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,11.422068774886851,20.902385858042937,1.909018032413564,58.150999999999996,1789.299,3078.554
"John Fralic ""Jack"" Carroll",M,21.0,,,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,,,,,,
"John Fralic ""Jack"" Carroll",M,21.0,,,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,
Noel J. Carroll,M,26.0,188.0,79.0,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,11.889224930892,22.351742870076958,2.049378983478952,63.149,1917.8140000000003,3288.8651999999997
Jos Cartas,M,24.0,183.0,78.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,12.727448063445348,23.291229956104985,1.998865489122317,61.407,1892.549,3257.3984
Massimo Cartasegna,M,22.0,,,Italy,ITA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,
Deuce Carter,M,25.0,183.0,82.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,13.380137707724597,24.48565200513601,2.0418049435352117,63.035,1940.799,3342.0555999999997
James Carter,M,22.0,185.0,77.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,,12.161175053797404,22.498173849525198,2.0036616456815466,61.534000000000006,1902.3050000000003,3263.7036000000003
James Carter,M,26.0,185.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,,12.161175053797404,22.498173849525198,2.0036616456815466,61.534000000000006,1875.3050000000003,3225.5836
Nesta Carter,M,22.0,178.0,70.0,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,,12.41189328892476,22.093170054286073,1.8710590432526395,56.816,1771.034,3061.1040000000003
Nesta Carter,M,26.0,178.0,70.0,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,12.41189328892476,22.093170054286073,1.8710590432526395,56.816,1744.034,3022.9840000000004
"Nathaniel John ""Nate"" Cartmell",M,21.0,182.0,71.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,Silver,11.77725788280069,21.434609346697258,1.9129467379105816,58.291,1811.546,3115.7648
"Nathaniel John ""Nate"" Cartmell",M,21.0,182.0,71.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres,Silver,11.77725788280069,21.434609346697258,1.9129467379105816,58.291,1811.546,3115.7648
"Nathaniel John ""Nate"" Cartmell",M,25.0,182.0,71.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,,11.77725788280069,21.434609346697258,1.9129467379105816,58.291,1784.546,3077.6448
"Nathaniel John ""Nate"" Cartmell",M,25.0,182.0,71.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,11.77725788280069,21.434609346697258,1.9129467379105816,58.291,1784.546,3077.6448
Jos de Jess Carvalho,M,19.0,187.0,81.0,Portugal,POR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,,12.386830627524484,23.163373273470786,2.063277401137399,63.696,1987.5610000000001,3397.2728
Jos de Jess Carvalho,M,19.0,187.0,81.0,Portugal,POR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,12.386830627524484,23.163373273470786,2.063277401137399,63.696,1987.5610000000001,3397.2728
Jos de Jess Carvalho,M,23.0,187.0,81.0,Portugal,POR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,12.386830627524484,23.163373273470786,2.063277401137399,63.696,1960.5610000000001,3359.1528000000003
Jos de Jess Carvalho,M,23.0,187.0,81.0,Portugal,POR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,,12.386830627524484,23.163373273470786,2.063277401137399,63.696,1960.5610000000001,3359.1528000000003
Jos Casabona Pern,M,23.0,172.0,68.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,,13.363603204749268,22.985397512168742,1.8027717153228973,54.39999999999999,1706.766,2972.1044
Jos Casabona Pern,M,23.0,172.0,68.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,,13.363603204749268,22.985397512168742,1.8027717153228973,54.39999999999999,1706.766,2972.1044
Alejandro Francisco Casaas Ramrez,M,18.0,188.0,79.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,11.889224930892,22.351742870076958,2.049378983478952,63.149,1971.8140000000003,3365.1052
Alejandro Francisco Casaas Ramrez,M,22.0,188.0,79.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Silver,11.889224930892,22.351742870076958,2.049378983478952,63.149,1944.8140000000003,3326.9852
Alejandro Francisco Casaas Ramrez,M,22.0,188.0,79.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,11.889224930892,22.351742870076958,2.049378983478952,63.149,1944.8140000000003,3326.9852
Alejandro Francisco Casaas Ramrez,M,26.0,188.0,79.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Silver,11.889224930892,22.351742870076958,2.049378983478952,63.149,1917.8140000000003,3288.8651999999997
Alejandro Francisco Casaas Ramrez,M,26.0,188.0,79.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,11.889224930892,22.351742870076958,2.049378983478952,63.149,1917.8140000000003,3288.8651999999997
Emilio Eduardo Casanovas,M,,,,Argentina,ARG,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,,,,,,,
John Ruggles Case,M,23.0,183.0,72.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1816.799,3125.6476000000002
Fernando Gomes Casimiro,M,21.0,,,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,,,,,,,
Fernando Gomes Casimiro,M,21.0,,,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,,,,,,
Fernando Gomes Casimiro,M,21.0,,,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Arnaud Casquette,M,18.0,175.0,70.0,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,13.061224489795919,22.857142857142858,1.8481430181213463,56.015,1783.025,3083.036
Arnaud Casquette,M,22.0,175.0,70.0,Mauritius,MRI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,13.061224489795919,22.857142857142858,1.8481430181213463,56.015,1756.025,3044.916
Austin A. Cassar-Torreggiani,M,21.0,,,Malta,MLT,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,,,,,,,
Ollan Conley Cassell,M,27.0,185.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,11.845300377075395,21.913805697589478,1.9813758427117765,60.72,1841.055,3168.96
Ollan Conley Cassell,M,27.0,185.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,11.845300377075395,21.913805697589478,1.9813758427117765,60.72,1841.055,3168.96
Ren Caste,M,,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,,,,,,,
Giuseppe Castelli,M,20.0,170.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,,,,,,,
Giuseppe Castelli,M,20.0,170.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Giuseppe Castelli,M,24.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,,,,,,
Jorge Castelln Velarde,M,27.0,173.0,63.0,Bolivia,BOL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,12.167524799057192,21.04981790236894,1.7525462259839681,52.63199999999999,1616.019,2821.6464
Modesto Castillo,M,25.0,190.0,73.0,Dominican Republic,DOM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,10.642950867473393,20.221606648199447,1.9969854466928678,61.241,1852.0700000000002,3167.9064
Modesto Castillo,M,29.0,190.0,73.0,Dominican Republic,DOM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,10.642950867473393,20.221606648199447,1.9969854466928678,61.241,1825.0700000000002,3129.7864
Vctor Manuel Castillo Petit,M,23.0,180.0,79.0,Venezuela,VEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1898.04,3274.2872
Frank Riley Castleman,M,27.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,,,,,,,
Frank Riley Castleman,M,27.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,
Carlos Castro Sedano,M,19.0,173.0,70.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,13.519471998952435,23.38868655818771,1.8328056518919316,55.480999999999995,1766.269,3062.714
Kahlil Cato,M,19.0,183.0,70.0,Saint Vincent and the Grenadines,VIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,11.422068774886851,20.902385858042937,1.909018032413564,58.150999999999996,1816.299,3116.674
Roxroy Cato,M,24.0,183.0,76.0,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1865.049,3210.3048
Roxroy Cato,M,28.0,183.0,76.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,12.401103241305723,22.694018931589476,1.9769202064523155,60.593,1838.049,3172.1848
Elio Catola,M,24.0,177.0,73.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,,13.164460357211318,23.301094832264035,1.89696429816801,57.769999999999996,1793.781,3107.2884000000004
Sylvio Paul Cator,M,23.0,178.0,75.0,Haiti,HAI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1833.034,3169.308
Sylvio Paul Cator,M,27.0,178.0,75.0,Haiti,HAI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,Silver,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1806.034,3131.188
Sylvio Paul Cator,M,31.0,178.0,75.0,Haiti,HAI,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,13.298457095276529,23.671253629592222,1.926734448408978,58.851,1779.034,3093.068
Alessandro Cavallaro,M,20.0,170.0,60.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,12.212497455729698,20.761245674740486,1.6949468066347386,50.61,1607.01,2801.5280000000002
Alessandro Cavallaro,M,20.0,170.0,60.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,12.212497455729698,20.761245674740486,1.6949468066347386,50.61,1607.01,2801.5280000000002
