Sex,Age,Height,Weight,Team,Season,Sport,Event,total_arm_cmprox,total_leg_cmprox,hat_cmprox,total_arm_cmdist,total_leg_cmdist,hat_cmdist,total_arm_rgcm,total_leg_rgcm,hat_rgcm,total_arm_rgprox,total_leg_rgprox,hat_rgprox,total_arm_rgdist,total_leg_rgdist,hat_rgdist
M,23,182,68.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,180,72.0,France,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,180,72.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,183,68.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,175,66.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,19,175,66.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,191,71.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,193,82.0,Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,19,180,74.0,East Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,180,74.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,187,84.0,East Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,182,71.0,Germany,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,178,64.0,Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,177,65.0,West Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,177,65.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,175,68.0,Switzerland,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,18,187,82.0,West Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,18,187,82.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,187,82.0,West Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,187,82.0,West Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,25,178,69.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,171,67.0,West Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,171,67.0,West Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,179,67.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,179,67.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,184,74.0,West Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,184,74.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,180,78.0,Switzerland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,185,83.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,180,72.0,Switzerland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,180,72.0,Switzerland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,187,80.0,France,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,183,79.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,172,61.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,172,61.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,172,61.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,172,61.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,31,172,61.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,185,74.0,East Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,185,74.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,185,74.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,185,74.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,30,185,74.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,191,81.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,27,190,78.0,West Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,190,78.0,West Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,159,70.0,Germany,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,177,72.0,Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,192,79.0,Netherlands,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,192,79.0,Netherlands,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,192,79.0,Netherlands,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,29,201,99.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,29,201,99.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,183,83.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,179,76.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,179,76.0,Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,186,86.0,West Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,34,179,87.0,Austria,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,183,73.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,201,83.0,West Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,201,83.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,201,83.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,201,83.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,32,201,83.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,31,181,70.0,West Germany,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,183,78.0,West Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,188,85.0,Poland,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,189,83.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,183,77.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,22,171,70.0,Italy,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,171,70.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,30,180,72.0,Morocco,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,25,185,80.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,185,80.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,33,185,80.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,178,66.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,183,80.0,Saint Lucia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,19,167,70.0,Senegal,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,167,70.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,167,70.0,Senegal,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,167,70.0,Senegal,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,167,70.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,185,78.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,178,78.0,Ghana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,179,77.0,Netherlands,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,179,77.0,Netherlands,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,30,179,77.0,Netherlands,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,19,179,67.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,179,67.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,179,67.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,179,67.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,179,67.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,180,70.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,180,70.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,174,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,174,65.0,Papua New Guinea,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,30,176,65.0,San Marino,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,165,59.0,Malaysia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,165,59.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,188,76.0,France,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,27,188,76.0,France,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,193,90.0,Russia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,165,60.0,Senegal,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,170,67.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,170,67.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,173,61.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,173,61.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,191,79.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,191,79.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,180,74.0,South Korea,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,178,70.0,Egypt,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,178,70.0,Egypt,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,178,70.0,Egypt,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,176,63.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,186,80.0,Greece,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,186,80.0,Greece,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,185,84.0,Russia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,185,84.0,Russia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,170,67.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,175,73.0,El Salvador,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,169,60.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,193,82.0,Slovenia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,193,82.0,Slovenia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,31,193,82.0,Slovenia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,174,68.0,France,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,174,68.0,France,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,174,68.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,186,73.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,185,79.0,Tunisia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,173,70.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,184,75.0,Russia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,17,166,65.0,Maldives,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,166,65.0,Maldives,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,166,65.0,Maldives,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,166,65.0,Maldives,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,168,65.0,Pakistan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,168,65.0,Pakistan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,168,65.0,Pakistan,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,28,164,62.0,Iran,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,175,60.0,Bangladesh,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,177,73.0,India,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,193,79.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,29,176,62.0,Maldives,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,177,75.0,India,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,182,77.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,182,77.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,182,77.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,185,80.0,Netherlands Antilles,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,20,176,72.0,Bermuda,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,176,72.0,Bermuda,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,178,73.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,178,73.0,Canada,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,178,73.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,183,76.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,19,182,67.0,Belize,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,182,67.0,Belize,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,23,188,82.0,Ukraine,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,181,73.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,181,73.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,178,65.0,Lesotho,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,178,65.0,Lesotho,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,178,68.0,Afghanistan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,178,68.0,Afghanistan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,183,74.0,Canada,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,177,67.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,177,67.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,185,75.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,185,75.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,180,72.0,Cook Islands,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,180,72.0,Cook Islands,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,187,83.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,187,83.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,187,83.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,191,75.0,China,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,191,75.0,China,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,191,75.0,China,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,172,65.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,170,65.0,Japan,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,183,75.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,190,82.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,183,80.0,Australia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,183,80.0,Australia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,183,80.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,188,80.0,Russia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,190,76.0,Soviet Union,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,190,76.0,Unified Team,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,182,76.0,Russia,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,178,74.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,189,80.0,South Africa,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,189,80.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,33,189,80.0,South Africa,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,33,189,80.0,South Africa,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,195,82.0,Kyrgyzstan,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,19,188,86.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,188,86.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,180,69.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,180,69.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,190,75.0,Russia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,18,185,70.0,Botswana,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,18,185,70.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,177,73.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,177,73.0,Italy,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,29,177,73.0,Italy,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,29,177,73.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,190,84.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,190,84.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,189,78.0,East Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,189,78.0,East Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,19,170,64.0,Colombia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,170,64.0,Colombia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,181,70.0,Iceland,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,181,70.0,Iceland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,181,70.0,Iceland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,175,68.0,American Samoa,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,176,73.0,Sweden,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,165,65.0,Laos,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,18,175,62.0,Sierra Leone,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,175,62.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,181,73.0,Greece,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,181,73.0,Greece,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,31,181,73.0,Greece,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,31,181,73.0,Greece,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,177,80.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,177,80.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,177,80.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,177,58.0,Portugal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,177,58.0,Portugal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,18,178,78.0,Uruguay,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,178,78.0,Uruguay,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,178,78.0,Uruguay,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,178,78.0,Uruguay,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,173,60.0,Chile,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,173,60.0,Chile,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,174,64.0,Portugal,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,176,75.0,Portugal,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,176,75.0,Portugal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,172,70.0,Malawi,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,172,70.0,Malawi,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,172,70.0,Malawi,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,172,70.0,Malawi,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,180,70.0,South Korea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,180,70.0,South Korea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,180,70.0,South Korea,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,176,74.0,South Africa,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,189,81.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,189,81.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,18,155,78.0,Marshall Islands,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
