Sex,Age,Height,Weight,Team,Season,Sport,Event,total_arm_cmprox,total_leg_cmprox,hat_cmprox,total_arm_cmdist,total_leg_cmdist,hat_cmdist,total_arm_rgcm,total_leg_rgcm,hat_rgcm,total_arm_rgprox,total_leg_rgprox,hat_rgprox,total_arm_rgdist,total_leg_rgdist,hat_rgdist
M,25,177,69.0,Bulgaria,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,186,76.0,Unified Team,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,186,76.0,Unified Team,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,182,78.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,182,78.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,180,75.0,Unified Team,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,188,80.0,Bulgaria,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,188,80.0,Bulgaria,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,188,83.0,Yugoslavia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,188,83.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,186,78.0,Japan,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,165,70.0,Vanuatu,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,175,74.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,173,69.0,United States,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,182,75.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,182,75.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,29,182,75.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,33,182,75.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,188,80.0,Jamaica,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,183,73.0,United States Virgin Islands,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,190,85.0,Canada,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,190,85.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,185,80.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,183,79.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,170,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,183,77.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,183,77.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,175,70.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,170,63.0,Sweden,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,170,63.0,Sweden,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,170,62.0,Malaysia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,170,62.0,Malaysia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,170,62.0,Malaysia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,190,80.0,Estonia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,191,76.0,Serbia and Montenegro,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,181,71.0,Indonesia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,27,183,77.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,31,183,77.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,31,183,77.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,167,61.0,Bangladesh,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,167,61.0,Bangladesh,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,167,61.0,Bangladesh,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,195,89.0,Estonia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,17,180,70.0,Gambia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,17,180,70.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,180,70.0,Gambia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,180,70.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,180,70.0,Gambia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,29,180,70.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,180,70.0,Gambia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,170,72.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,170,72.0,Nigeria,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,178,73.0,Canada,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,178,73.0,Canada,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,19,180,66.0,Grenada,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,180,66.0,Grenada,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,181,70.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,181,70.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,180,78.0,Dominica,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,177,73.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,177,73.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,183,79.0,Bermuda,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,189,72.0,Australia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,173,69.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,183,72.0,Czechoslovakia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,30,183,72.0,Czechoslovakia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,174,74.0,Czechoslovakia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,174,74.0,Czechoslovakia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,174,74.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,192,80.0,Slovenia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,184,76.0,South Korea,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,184,76.0,South Korea,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,184,76.0,South Korea,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,181,63.0,Serbia and Montenegro,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,167,50.0,Gambia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,167,50.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,185,80.0,Aruba,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,171,63.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,180,74.0,Poland,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,180,74.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,180,74.0,Poland,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,177,70.0,Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,182,75.0,Poland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,182,75.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,182,75.0,Poland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,182,75.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,35,170,68.0,Gambia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,35,170,68.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,188,91.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,31,188,91.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,188,80.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,188,80.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,188,80.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,188,80.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,27,188,80.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,32,188,80.0,Great Britain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,167,58.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,175,69.0,Poland,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,175,69.0,Poland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,69.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,175,69.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,180,75.0,Poland,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,180,68.0,Philippines,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,185,67.0,Saint Lucia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,185,67.0,Saint Lucia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,19,173,71.0,Poland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,173,71.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,188,74.0,Poland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,188,74.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,188,74.0,Poland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,188,74.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,30,187,75.0,Cuba,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,34,187,75.0,Cuba,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,183,75.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,178,71.0,South Africa,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,178,71.0,South Africa,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,178,71.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,16,174,61.0,Malaya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,174,61.0,Malaysia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,174,61.0,Malaysia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,174,61.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,174,61.0,Malaysia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,174,61.0,Malaysia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,174,61.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,187,83.0,West Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,187,83.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,187,83.0,West Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,186,74.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,186,74.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,186,77.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,190,82.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,190,82.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,190,82.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,190,82.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,190,82.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,187,87.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,189,85.0,Denmark,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,189,86.0,Denmark,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,167,64.0,South Korea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,167,64.0,South Korea,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,165,65.0,Vanuatu,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,165,65.0,Vanuatu,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,180,77.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,180,77.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,180,77.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,180,77.0,Canada,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,180,77.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,180,77.0,Canada,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,173,69.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,173,69.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,180,75.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,191,85.0,China,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,177,80.0,South Korea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,174,72.0,Japan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,174,67.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,174,67.0,Czechoslovakia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,176,64.0,South Korea,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,19,187,71.0,South Africa,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,187,71.0,South Africa,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,175,68.0,Norway,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,176,70.0,Sweden,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,185,80.0,Sweden,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,182,81.0,Sweden,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,182,81.0,Sweden,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,185,84.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,30,185,84.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,183,73.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,32,183,73.0,West Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,20,184,77.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,178,70.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,29,178,70.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,33,178,70.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,22,177,75.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,177,75.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,177,75.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,177,75.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,177,75.0,Canada,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,196,91.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,175,61.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,184,81.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,180,73.0,West Indies Federation,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,180,73.0,West Indies Federation,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,180,73.0,Jamaica,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,180,73.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,176,66.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,185,77.0,Saint Lucia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,18,175,64.0,Liberia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,18,175,64.0,Liberia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,175,64.0,Liberia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,19,178,77.0,Bahamas,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,178,77.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,178,77.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,178,77.0,Bahamas,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,183,77.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,183,77.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,183,77.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,183,77.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,33,183,77.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,33,183,77.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,177,73.0,Australia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,177,73.0,Australia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,177,73.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,31,177,73.0,Australia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,176,64.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,183,78.0,New Zealand,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,183,78.0,New Zealand,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,188,79.0,United States,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,188,79.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,168,58.0,Liberia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,168,58.0,Liberia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,170,70.0,Mauritius,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,29,170,70.0,Mauritius,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,179,73.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,179,73.0,Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,179,73.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,173,72.0,Barbados,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,29,173,72.0,Barbados,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,199,86.0,Belize,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,187,67.0,Antigua and Barbuda,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,179,76.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,179,76.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,179,76.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,180,76.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,180,76.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,180,85.0,Belize,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,30,180,85.0,Belize,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,18,183,77.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,18,183,77.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,180,75.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,180,75.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,183,76.0,United States,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,76.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,189,62.0,Guyana,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,189,62.0,Guyana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,30,180,78.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,34,180,78.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,34,180,78.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,178,75.0,Grenada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,183,85.0,Barbados,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,187,75.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,27,182,70.0,Sweden,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,182,70.0,Sweden,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,175,67.0,Barbados,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,175,67.0,Barbados,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,173,66.0,Barbados,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,170,65.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,185,80.0,Dominican Republic,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
